date,confirmed,new_cases,smoothed_new_cases,zscore,anomaly
2021-02-19,110788387,412819.0,358980.28571428574,0.4676482849997759,False
2021-02-20,111158836,370449.0,358575.14285714284,0.2852800545088505,False
2021-02-21,111473271,314435.0,361517.4285714286,0.04418555220253253,False
2021-02-22,111761697,288426.0,362269.14285714284,-0.06776194146842517,False
2021-02-23,112150541,388844.0,367673.71428571426,0.36445549939628435,False
2021-02-24,112595463,444922.0,374726.28571428574,0.6058254694097399,False
2021-02-25,113042932,447469.0,381052.0,0.6167882233172308,False
2021-02-26,113485596,442664.0,385315.5714285714,0.5961066243672922,False
2021-02-27,113874679,389083.0,387977.5714285714,0.36548419911512625,False
2021-02-28,114178028,303349.0,386393.85714285716,-0.0035306196932049856,False
2021-03-01,114484551,306523.0,388979.14285714284,0.010130856907649324,False
2021-03-02,114794831,310280.0,377755.71428571426,0.02630167215321002,False
2021-03-03,115235964,441133.0,377214.4285714286,0.5895169203106104,False
2021-03-04,115689007,453043.0,378010.71428571426,0.6407797389357444,False
2021-03-05,116136053,447046.0,378636.71428571426,0.6149675539403684,False
2021-03-06,116546576,410523.0,381699.5714285714,0.45776588100621524,False
2021-03-07,116914820,368244.0,390970.28571428574,0.2757893311613761,False
2021-03-08,117213521,298701.0,389852.85714285716,-0.02353646192407166,False
2021-03-09,117628242,414721.0,404773.0,0.4758348409212708,False
2021-03-10,118095307,467065.0,408477.5714285714,0.7011329918964183,False
2021-03-11,118572191,476884.0,411883.4285714286,0.7433957640274165,False
2021-03-12,119061313,489122.0,417894.28571428574,0.7960703546516305,False
2021-03-13,119515617,454304.0,424148.71428571426,0.6462073136029394,False
2021-03-14,119875993,360376.0,423024.71428571426,0.24192401991515,False
2021-03-15,120224877,348884.0,430193.71428571426,0.19246034975225848,False
2021-03-16,120697879,473002.0,438519.5714285714,0.7266869259163528,False
2021-03-17,121237149,539270.0,448834.5714285714,1.0119165199256197,False
2021-03-18,121790859,553710.0,459809.71428571426,1.074068921348536,False
2021-03-19,122352529,561670.0,470173.71428571426,1.1083302174237724,False
2021-03-20,122851344,498815.0,476532.4285714286,0.8377907997342016,False
2021-03-21,123274651,423307.0,485522.5714285714,0.5127905555069466,False
2021-03-22,123691456,416805.0,495225.5714285714,0.48480475813493823,False
2021-03-23,124205686,514230.0,501115.28571428574,0.9041397795080419,False
2021-03-24,124839258,633572.0,514587.0,1.4178095780269944,False
2021-03-25,125490595,651337.0,528533.7142857143,1.4942733876722927,False
2021-03-26,126131939,641344.0,539915.7142857143,1.4512616877125142,False
2021-03-27,126715909,583970.0,552080.7142857143,1.2043134966295226,False
2021-03-28,127186464,470555.0,558830.4285714285,0.7161545903012644,False
2021-03-29,127644861,458397.0,564772.1428571428,0.6638243343109724,False
2021-03-30,128213125,568264.0,572491.2857142857,1.1367119996247912,False
2021-03-31,128896320,683195.0,579580.2857142857,1.6313960472658706,False
2021-04-01,129608095,711775.0,588214.2857142857,1.7544095952344958,False
2021-04-02,130237103,629008.0,586452.0,1.3981652871617458,False
2021-04-03,130771176,534073.0,579323.8571428572,0.9895476812694635,False
2021-04-04,131323939,552763.0,591067.8571428572,1.0699928601194846,False
2021-04-05,131813638,489699.0,595539.5714285715,0.7985538681987927,False
2021-04-06,132419139,605501.0,600859.1428571428,1.2969868591666978,False
2021-04-07,133103485,684346.0,601023.5714285715,1.6363501618114231,False
2021-04-08,133943335,839850.0,619320.0,2.3056678232289554,True
2021-04-09,134691380,748045.0,636325.2857142857,1.9105223098888706,False
2021-04-10,135355885,664505.0,654958.4285714285,1.5509508684158495,False
